delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,Delayed,Season
250.99,dhl,groceries,ev van,same day,east,foggy,177.9,20.16,1970,1970,no,delivered,5,1049.98,0,Other
250.99,amazon logistics,cosmetics,ev van,two day,east,rainy,204.2,8.09,1970,1970,no,delivered,4,1045.27,0,Monsoon
250.99,amazon logistics,furniture,ev bike,standard,central,cold,125.0,39.41,1970,1970,no,delivered,5,743.23,0,Winter
250.99,dhl,fragile items,bike,two day,north,hot,83.3,34.71,1970,1970,no,delivered,4,520.63,0,Other
250.99,ecom express,clothing,van,standard,west,foggy,193.2,33.28,1970,1970,no,delivered,4,1065.84,0,Other
250.99,ekart,clothing,van,two day,east,foggy,174.3,47.29,1970,1970,no,delivered,5,1013.37,0,Other
250.99,ekart,groceries,bike,same day,west,clear,11.4,40.22,1970,1970,no,delivered,5,277.66,0,Summer
250.99,xpressbees,electronics,ev van,express,east,clear,166.4,44.96,1970,1970,yes,delayed,2,1016.88,1,Summer
250.99,shadowfax,cosmetics,van,standard,west,stormy,189.6,38.07,1970,1970,no,delivered,5,1062.21,0,Monsoon
250.99,blue dart,groceries,truck,express,west,stormy,111.2,37.33,1970,1970,yes,delayed,2,717.99,1,Monsoon
250.99,amazon logistics,groceries,ev bike,same day,west,hot,103.2,37.97,1970,1970,no,delivered,5,729.91,0,Other
250.99,blue dart,furniture,scooter,standard,east,clear,236.4,47.28,1970,1970,no,delivered,4,1323.84,0,Summer
250.99,amazon logistics,electronics,van,same day,central,clear,111.9,26.34,1970,1970,no,delivered,5,738.52,0,Summer
250.99,delhivery,groceries,ev van,standard,south,stormy,86.6,20.64,1970,1970,no,delivered,5,494.92,0,Monsoon
250.99,amazon logistics,automobile parts,ev bike,standard,west,clear,235.6,48.07,1970,1970,no,delivered,5,1322.21,0,Summer
250.99,amazon logistics,pharmacy,truck,same day,south,cold,295.5,48.45,1970,1970,no,delivered,4,1632.7206,0,Winter
250.99,amazon logistics,pharmacy,truck,two day,west,foggy,56.3,43.65,1970,1970,no,delivered,5,412.45,0,Other
250.99,shadowfax,furniture,bike,two day,central,stormy,114.2,28.82,1970,1970,no,delivered,5,657.46,0,Monsoon
250.99,fedex,furniture,scooter,same day,north,hot,3.6,31.41,1970,1970,no,delivered,4,203.23,0,Other
250.99,xpressbees,automobile parts,bike,same day,west,stormy,146.2,22.55,1970,1970,yes,failed,2,898.65,1,Monsoon
250.99,ekart,automobile parts,ev bike,same day,east,clear,85.6,10.69,1970,1970,no,delivered,4,560.07,0,Summer
250.99,amazon logistics,groceries,ev van,express,south,rainy,247.9,5.23,1970,1970,yes,failed,2,1305.19,1,Monsoon
250.99,shadowfax,automobile parts,bike,standard,south,foggy,274.8,0.82,1970,1970,no,delivered,4,1376.46,0,Other
250.99,fedex,electronics,scooter,standard,west,clear,35.7,10.8,1970,1970,no,delivered,3,210.9,0,Summer
250.99,fedex,documents,van,express,central,stormy,259.3,27.01,1970,1970,yes,failed,1,1427.53,1,Monsoon
250.99,shadowfax,documents,ev bike,same day,south,clear,65.3,45.09,1970,1970,no,delivered,5,561.77,0,Summer
250.99,delhivery,cosmetics,van,express,south,clear,93.1,20.89,1970,1970,no,delivered,3,578.17,0,Summer
250.99,blue dart,pharmacy,bike,standard,central,hot,265.8,32.11,1970,1970,no,delivered,5,1425.33,0,Other
250.99,ekart,furniture,truck,two day,west,clear,110.2,23.24,1970,1970,no,delivered,4,620.72,0,Summer
250.99,blue dart,documents,bike,standard,west,clear,6.0,0.88,1970,1970,no,delivered,4,95.6674,0,Summer
250.99,dhl,furniture,truck,two day,east,foggy,16.5,21.49,1970,1970,no,delivered,4,146.97,0,Other
250.99,xpressbees,documents,ev van,standard,north,cold,102.0,18.67,1970,1970,no,delivered,4,566.01,0,Winter
250.99,shadowfax,furniture,bike,express,north,rainy,265.4,15.96,1970,1970,yes,delayed,3,1424.88,1,Monsoon
250.99,fedex,groceries,ev van,two day,north,foggy,27.5,15.43,1970,1970,no,delivered,5,183.79,0,Other
250.99,amazon logistics,fragile items,truck,two day,south,hot,59.5,7.79,1970,1970,no,delivered,3,320.87,0,Other
250.99,shadowfax,cosmetics,bike,express,north,cold,290.2,29.26,1970,1970,no,delivered,4,1588.78,0,Winter
250.99,delhivery,clothing,scooter,standard,east,rainy,124.0,40.2,1970,1970,no,delivered,4,740.6,0,Monsoon
250.99,xpressbees,automobile parts,scooter,two day,north,clear,261.9,41.68,1970,1970,no,delivered,4,1434.54,0,Summer
250.99,shadowfax,pharmacy,ev van,two day,central,rainy,115.6,13.57,1970,1970,no,delivered,5,618.71,0,Monsoon
250.99,shadowfax,groceries,ev bike,express,east,hot,156.0,14.49,1970,1970,no,delivered,3,873.47,0,Other
250.99,shadowfax,furniture,van,standard,north,foggy,284.1,14.35,1970,1970,no,delivered,4,1463.55,0,Other
250.99,fedex,clothing,truck,same day,north,cold,287.0,8.21,1970,1970,yes,failed,1,1559.63,1,Winter
250.99,delhivery,electronics,van,two day,north,foggy,50.5,31.28,1970,1970,no,delivered,4,346.34,0,Other
250.99,shadowfax,groceries,van,two day,west,foggy,203.3,7.5,1970,1970,no,delivered,4,1039.0,0,Other
250.99,amazon logistics,fragile items,truck,same day,west,hot,127.8,20.03,1970,1970,no,delivered,3,799.09,0,Other
250.99,ekart,groceries,scooter,two day,east,cold,45.8,27.22,1970,1970,no,delivered,5,310.66,0,Winter
250.99,shadowfax,groceries,ev bike,same day,west,hot,8.7,33.93,1970,1970,no,delivered,5,245.29,0,Other
250.99,delhivery,automobile parts,ev van,standard,north,rainy,152.8,48.37,1970,1970,no,delivered,4,909.11,0,Monsoon
250.99,dhl,automobile parts,ev van,same day,south,rainy,29.0,40.89,1970,1970,no,delivered,4,367.67,0,Monsoon
250.99,dhl,furniture,scooter,standard,north,clear,281.6,19.81,1970,1970,no,delivered,3,1467.43,0,Summer
250.99,ecom express,electronics,van,same day,east,stormy,75.7,41.47,1970,1970,yes,delayed,2,602.91,1,Monsoon
250.99,blue dart,cosmetics,scooter,standard,north,cold,132.5,14.18,1970,1970,no,delivered,4,705.04,0,Winter
250.99,ekart,cosmetics,truck,standard,west,rainy,218.2,34.0,1970,1970,no,delivered,5,1193.0,0,Monsoon
250.99,dhl,automobile parts,scooter,express,east,rainy,152.8,10.46,1970,1970,yes,delayed,2,845.38,1,Monsoon
250.99,ecom express,automobile parts,van,same day,west,cold,113.8,21.95,1970,1970,no,delivered,3,734.85,0,Winter
250.99,amazon logistics,pharmacy,bike,standard,east,clear,189.3,30.78,1970,1970,no,delivered,5,1038.84,0,Summer
250.99,delhivery,electronics,truck,two day,north,rainy,60.1,40.63,1970,1970,no,delivered,3,422.39,0,Monsoon
250.99,ekart,documents,truck,same day,south,foggy,147.7,46.57,1970,1970,no,delivered,4,978.21,0,Other
250.99,amazon logistics,cosmetics,truck,two day,north,cold,289.0,48.99,1970,1970,no,delivered,4,1591.97,0,Winter
250.99,delhivery,pharmacy,van,express,north,cold,235.6,42.35,1970,1970,yes,delayed,3,1355.05,1,Winter
250.99,amazon logistics,groceries,ev bike,same day,central,cold,101.1,9.76,1970,1970,no,delivered,4,634.78,0,Winter
250.99,ekart,groceries,truck,two day,central,cold,273.9,42.56,1970,1970,no,delivered,3,1497.18,0,Winter
250.99,ecom express,cosmetics,scooter,standard,north,clear,262.6,29.36,1970,1970,no,delivered,4,1401.08,0,Summer
250.99,ekart,groceries,van,two day,east,clear,82.2,18.81,1970,1970,no,delivered,3,467.43,0,Summer
250.99,dhl,clothing,truck,same day,south,cold,280.3,15.29,1970,1970,no,delivered,4,1547.37,0,Winter
250.99,shadowfax,automobile parts,bike,same day,east,foggy,146.1,36.12,1970,1970,yes,delayed,2,938.86,1,Other
250.99,blue dart,groceries,van,same day,west,clear,279.9,21.63,1970,1970,yes,failed,2,1564.39,1,Summer
250.99,shadowfax,documents,ev van,same day,south,stormy,165.4,43.2,1970,1970,yes,delayed,2,1056.6,1,Monsoon
250.99,fedex,electronics,van,two day,central,cold,29.9,47.31,1970,1970,no,delivered,3,291.43,0,Winter
250.99,amazon logistics,furniture,truck,standard,north,hot,42.6,44.55,1970,1970,no,delivered,4,346.65,0,Other
250.99,ecom express,automobile parts,ev bike,standard,east,foggy,149.9,23.31,1970,1970,no,delivered,4,819.43,0,Other
250.99,shadowfax,clothing,scooter,standard,west,rainy,8.4,44.16,1970,1970,no,delivered,4,174.48,0,Monsoon
250.99,dhl,documents,ev bike,two day,east,hot,230.8,30.01,1970,1970,no,delivered,4,1244.03,0,Other
250.99,dhl,clothing,bike,express,west,clear,93.0,9.37,1970,1970,no,delivered,4,543.11,0,Summer
250.99,dhl,electronics,van,two day,west,clear,10.4,4.59,1970,1970,no,delivered,4,95.6674,0,Summer
250.99,amazon logistics,pharmacy,truck,two day,north,hot,194.9,2.42,1970,1970,no,delivered,4,981.76,0,Other
250.99,ekart,documents,scooter,express,west,rainy,182.1,2.26,1970,1970,yes,delayed,2,967.28,1,Monsoon
250.99,blue dart,cosmetics,ev bike,standard,south,clear,38.8,40.89,1970,1970,no,delivered,4,316.67,0,Summer
250.99,dhl,groceries,bike,two day,north,cold,55.2,6.78,1970,1970,no,delivered,3,296.34,0,Winter
250.99,delhivery,pharmacy,truck,express,east,stormy,223.3,44.36,1970,1970,yes,failed,1,1299.58,1,Monsoon
250.99,delhivery,electronics,truck,express,west,hot,46.2,14.83,1970,1970,no,delivered,5,325.49,0,Other
250.99,delhivery,documents,ev bike,two day,south,hot,3.6,49.52,1970,1970,no,delivered,5,163.39,0,Other
250.99,xpressbees,groceries,scooter,express,north,hot,297.1,22.0,1970,1970,no,delivered,5,1615.5,0,Other
250.99,xpressbees,electronics,bike,express,central,hot,87.8,7.72,1970,1970,no,delivered,5,512.16,0,Other
250.99,xpressbees,groceries,truck,express,central,hot,267.4,11.53,1970,1970,yes,delayed,2,1421.59,1,Other
250.99,fedex,furniture,ev van,two day,east,stormy,124.8,10.84,1970,1970,no,delivered,4,656.52,0,Monsoon
250.99,xpressbees,groceries,ev bike,express,south,clear,288.9,8.3,1970,1970,no,delivered,4,1519.4,0,Summer
250.99,blue dart,furniture,scooter,two day,central,hot,129.5,39.84,1970,1970,no,delivered,4,767.02,0,Other
250.99,ecom express,fragile items,van,same day,south,foggy,225.0,7.32,1970,1970,yes,delayed,3,1246.96,1,Other
250.99,fedex,cosmetics,scooter,standard,south,stormy,289.7,24.36,1970,1970,no,delivered,5,1521.58,0,Monsoon
250.99,ecom express,electronics,ev bike,standard,south,rainy,85.4,41.07,1970,1970,no,delivered,4,550.21,0,Monsoon
250.99,blue dart,pharmacy,truck,same day,east,hot,9.9,30.24,1970,1970,no,delivered,3,240.22,0,Other
250.99,fedex,automobile parts,van,standard,west,hot,135.1,37.59,1970,1970,no,delivered,5,788.27,0,Other
250.99,xpressbees,fragile items,bike,standard,south,stormy,228.6,5.64,1970,1970,no,delivered,4,1159.92,0,Monsoon
250.99,fedex,documents,truck,express,north,rainy,169.6,41.44,1970,1970,yes,delayed,3,1022.32,1,Monsoon
250.99,fedex,fragile items,van,express,central,foggy,250.7,29.97,1970,1970,yes,failed,2,1393.41,1,Other
250.99,blue dart,fragile items,bike,two day,north,rainy,80.7,0.67,1970,1970,no,delivered,4,404.76,0,Monsoon
250.99,dhl,groceries,scooter,two day,east,stormy,21.3,41.19,1970,1970,no,delivered,3,230.07,0,Monsoon
250.99,ekart,fragile items,ev bike,two day,north,clear,67.1,32.91,1970,1970,no,delivered,4,434.23,0,Summer
250.99,ekart,pharmacy,ev bike,standard,west,foggy,69.4,0.99,1970,1970,no,delivered,3,349.97,0,Other
250.99,xpressbees,cosmetics,van,two day,south,cold,101.2,39.37,1970,1970,no,delivered,5,624.11,0,Winter
250.99,shadowfax,cosmetics,ev bike,two day,north,rainy,94.2,49.37,1970,1970,no,delivered,4,619.11,0,Monsoon
250.99,shadowfax,fragile items,ev bike,same day,north,foggy,71.0,32.56,1970,1970,no,delivered,3,552.68,0,Other
250.99,dhl,automobile parts,truck,two day,east,foggy,37.4,42.36,1970,1970,no,delivered,4,314.08,0,Other
250.99,ecom express,fragile items,scooter,two day,north,cold,157.0,43.03,1970,1970,no,delivered,4,914.09,0,Winter
250.99,delhivery,groceries,van,same day,east,cold,213.7,49.52,1970,1970,no,delivered,5,1317.81,0,Winter
250.99,dhl,pharmacy,ev bike,express,central,cold,272.6,12.84,1970,1970,yes,delayed,2,1451.52,1,Winter
250.99,blue dart,pharmacy,scooter,express,south,stormy,83.5,24.02,1970,1970,yes,delayed,2,539.56,1,Monsoon
250.99,dhl,fragile items,truck,express,central,foggy,198.5,20.1,1970,1970,no,delivered,5,1102.8,0,Other
250.99,ecom express,groceries,ev bike,express,west,hot,158.7,35.06,1970,1970,yes,failed,2,948.68,1,Other
250.99,dhl,documents,truck,same day,north,clear,265.3,31.8,1970,1970,no,delivered,5,1521.9,0,Summer
250.99,ecom express,cosmetics,truck,express,east,stormy,208.8,22.83,1970,1970,yes,delayed,2,1162.49,1,Monsoon
250.99,fedex,automobile parts,scooter,express,east,rainy,55.7,46.5,1970,1970,yes,failed,1,468.0,1,Monsoon
250.99,xpressbees,automobile parts,van,standard,east,foggy,80.6,45.16,1970,1970,no,delivered,3,538.48,0,Other
250.99,fedex,clothing,bike,same day,east,stormy,187.7,6.69,1970,1970,yes,delayed,3,1058.57,1,Monsoon
250.99,ekart,automobile parts,bike,standard,south,foggy,225.6,22.83,1970,1970,no,delivered,5,1196.49,0,Other
250.99,xpressbees,fragile items,truck,express,east,rainy,24.5,0.67,1970,1970,yes,delayed,2,174.12,1,Monsoon
250.99,ecom express,clothing,scooter,standard,west,rainy,194.3,29.51,1970,1970,no,delivered,4,1060.03,0,Monsoon
250.99,ekart,electronics,van,express,central,foggy,52.0,43.18,1970,1970,yes,delayed,3,439.54,1,Other
250.99,amazon logistics,clothing,van,same day,north,clear,282.9,31.33,1970,1970,yes,delayed,2,1608.49,1,Summer
250.99,ekart,automobile parts,van,same day,north,cold,289.2,16.14,1970,1970,yes,failed,1,1594.42,1,Winter
250.99,xpressbees,cosmetics,ev bike,standard,east,cold,257.9,45.92,1970,1970,no,delivered,3,1427.26,0,Winter
250.99,amazon logistics,pharmacy,van,same day,east,hot,258.3,42.79,1970,1970,yes,delayed,2,1519.87,1,Other
250.99,fedex,pharmacy,ev van,express,central,rainy,288.4,44.12,1970,1970,yes,delayed,2,1624.36,1,Monsoon
250.99,xpressbees,groceries,van,express,east,hot,86.5,37.04,1970,1970,no,delivered,4,593.62,0,Other
250.99,ekart,automobile parts,ev van,same day,south,stormy,157.3,4.51,1970,1970,yes,delayed,2,900.03,1,Monsoon
250.99,delhivery,clothing,ev van,standard,central,rainy,41.0,29.25,1970,1970,no,delivered,5,292.75,0,Monsoon
250.99,delhivery,documents,van,standard,central,foggy,137.4,27.87,1970,1970,no,delivered,3,770.61,0,Other
250.99,fedex,clothing,ev bike,standard,north,clear,32.3,46.58,1970,1970,no,delivered,4,301.24,0,Summer
250.99,ecom express,fragile items,van,express,central,clear,207.8,40.12,1970,1970,yes,delayed,2,1209.36,1,Summer
250.99,blue dart,furniture,ev van,standard,south,foggy,23.6,12.4,1970,1970,no,delivered,4,155.2,0,Other
250.99,fedex,cosmetics,ev bike,standard,south,clear,258.0,37.92,1970,1970,no,delivered,4,1403.76,0,Summer
250.99,xpressbees,automobile parts,van,same day,north,cold,255.6,18.93,1970,1970,no,delivered,5,1434.79,0,Winter
250.99,blue dart,clothing,scooter,standard,north,cold,289.7,19.13,1970,1970,no,delivered,5,1505.89,0,Winter
250.99,xpressbees,automobile parts,ev van,express,north,rainy,9.1,45.65,1970,1970,yes,delayed,3,232.45,1,Monsoon
250.99,ekart,clothing,truck,standard,west,foggy,245.8,4.19,1970,1970,no,delivered,5,1241.57,0,Other
250.99,amazon logistics,cosmetics,ev bike,two day,central,hot,88.6,8.67,1970,1970,no,delivered,3,469.01,0,Other
250.99,shadowfax,cosmetics,ev bike,standard,central,rainy,59.6,20.84,1970,1970,no,delivered,4,360.52,0,Monsoon
250.99,fedex,fragile items,bike,express,east,hot,225.4,22.3,1970,1970,no,delivered,5,1243.9,0,Other
250.99,blue dart,clothing,scooter,express,south,clear,36.9,45.45,1970,1970,yes,delayed,3,370.85,1,Summer
250.99,fedex,automobile parts,ev van,same day,central,stormy,262.9,31.73,1970,1970,yes,delayed,2,1509.69,1,Monsoon
250.99,amazon logistics,fragile items,scooter,standard,central,clear,262.7,28.7,1970,1970,no,delivered,5,1399.6,0,Summer
250.99,delhivery,electronics,ev van,two day,east,hot,167.2,35.91,1970,1970,no,delivered,3,943.73,0,Other
250.99,xpressbees,pharmacy,van,express,south,hot,127.4,3.49,1970,1970,no,delivered,3,697.47,0,Other
250.99,fedex,fragile items,ev van,standard,central,foggy,267.0,26.49,1970,1970,no,delivered,3,1414.47,0,Other
